Date,Carbon Price,Vol.,Oil,Coal Price,Gas,DAX
01/06/2015,7.24,0.01,60.20000076293945,57.65,2.6489999294281006,11436.0498046875
02/06/2015,7.44,0.98,61.2599983215332,58.2,2.697999954223633,11328.7998046875
03/06/2015,7.48,0.1,59.63999938964844,57.4,2.634000062942505,11419.6201171875
04/06/2015,7.39,0.08,58.0,56.9,2.625999927520752,11340.599609375
05/06/2015,7.4,0.06,59.130001068115234,56.8,2.5899999141693115,11197.150390625
08/06/2015,7.44,0.11,58.13999938964844,56.8,2.7049999237060547,11064.919921875
09/06/2015,7.56,4.62,60.13999938964844,56.75,2.8459999561309814,11001.2900390625
10/06/2015,7.58,0.28,61.43000030517578,56.8,2.8910000324249268,11265.3896484375
11/06/2015,7.5,0.05,60.77000045776367,57.3,2.825000047683716,11332.7802734375
12/06/2015,7.61,0.95,59.959999084472656,57.75,2.75,11196.490234375
15/06/2015,7.51,1.54,59.52000045776367,57.9,2.8889999389648438,10984.9697265625
16/06/2015,7.41,0.1,59.970001220703125,57.85,2.8940000534057617,11044.009765625
17/06/2015,7.46,0.06,59.91999816894531,58.0,2.8550000190734863,10978.009765625
18/06/2015,7.45,0.01,60.45000076293945,58.0,2.7769999504089355,11100.2998046875
19/06/2015,7.41,0.12,59.61000061035156,58.0,2.815999984741211,11040.099609375
22/06/2015,7.46,0.05,59.68000030517578,58.3,2.7330000400543213,11460.5
23/06/2015,7.48,0.25,61.0099983215332,58.15,2.7260000705718994,11542.5400390625
24/06/2015,7.48,4.32,60.27000045776367,58.1,2.759000062942505,11471.259765625
25/06/2015,7.58,0.52,59.70000076293945,58.2,2.8499999046325684,11473.1298828125
26/06/2015,7.52,0.31,59.630001068115234,58.2,2.7730000019073486,11492.4296875
29/06/2015,7.33,1.09,58.33000183105469,59.1,2.805000066757202,11083.2001953125
30/06/2015,7.42,0.02,59.470001220703125,60.2,2.8320000171661377,10944.9697265625
01/07/2015,7.47,0.15,56.959999084472656,59.75,2.7829999923706055,11180.5
02/07/2015,7.43,0.01,56.93000030517578,59.5,2.822000026702881,11099.349609375
06/07/2015,7.36,0.06,52.529998779296875,58.5,2.75600004196167,10890.6298828125
07/07/2015,7.44,0.31,52.33000183105469,58.15,2.7160000801086426,10676.7802734375
08/07/2015,7.43,2.76,51.650001525878906,58.35,2.684999942779541,10747.2998046875
09/07/2015,7.46,0.7,52.779998779296875,58.5,2.7260000705718994,10996.41015625
10/07/2015,7.59,1.95,52.7400016784668,58.75,2.7699999809265137,11315.6298828125
13/07/2015,7.77,0.02,52.20000076293945,58.55,2.864000082015991,11484.3798828125
14/07/2015,7.71,0.03,53.040000915527344,58.55,2.8399999141693115,11516.900390625
15/07/2015,7.74,0.03,51.40999984741211,58.35,2.9179999828338623,11539.66015625
16/07/2015,7.64,0.0,50.90999984741211,58.35,2.8540000915527344,11716.759765625
17/07/2015,7.72,0.01,50.88999938964844,58.4,2.869999885559082,11673.419921875
20/07/2015,7.96,2.32,50.150001525878906,58.55,2.822999954223633,11735.7197265625
21/07/2015,7.94,0.22,50.36000061035156,58.6,2.881999969482422,11604.7998046875
22/07/2015,7.94,0.35,49.189998626708984,58.6,2.8970000743865967,11520.669921875
23/07/2015,8.05,0.3,48.45000076293945,58.5,2.815999984741211,11512.1103515625
24/07/2015,7.98,0.06,48.13999938964844,58.55,2.7760000228881836,11347.4501953125
27/07/2015,8.0,0.02,47.38999938964844,58.55,2.7890000343322754,11056.400390625
28/07/2015,8.0,0.02,47.97999954223633,58.45,2.821000099182129,11173.91015625
29/07/2015,8.04,0.3,48.790000915527344,58.45,2.885999917984009,11211.849609375
30/07/2015,7.86,0.05,48.52000045776367,58.45,2.7679998874664307,11257.150390625
31/07/2015,7.85,0.0,47.119998931884766,58.45,2.7160000801086426,11308.990234375
03/08/2015,7.93,0.04,45.16999816894531,56.4,2.747999906539917,11443.7197265625
04/08/2015,7.88,0.09,45.7400016784668,57.05,2.812000036239624,11456.0703125
05/08/2015,7.81,0.1,45.150001525878906,57.5,2.7980000972747803,11636.2998046875
06/08/2015,7.82,1.23,44.65999984741211,57.85,2.812999963760376,11585.099609375
07/08/2015,7.76,0.0,43.869998931884766,57.15,2.7980000972747803,11490.830078125
10/08/2015,7.9,1.53,44.959999084472656,57.4,2.8420000076293945,11604.7802734375
11/08/2015,8.07,0.01,43.08000183105469,56.4,2.8440001010894775,11293.650390625
12/08/2015,8.17,0.03,43.29999923706055,56.4,2.930999994277954,10924.6103515625
13/08/2015,8.17,0.03,42.22999954223633,56.55,2.7869999408721924,11014.6298828125
14/08/2015,8.3,0.03,42.5,56.3,2.8010001182556152,10985.1396484375
17/08/2015,8.22,0.03,41.869998931884766,56.3,2.7279999256134033,10940.330078125
18/08/2015,8.25,0.05,42.619998931884766,56.05,2.7039999961853027,10915.919921875
19/08/2015,8.32,0.01,40.79999923706055,55.95,2.7160000801086426,10682.150390625
20/08/2015,8.34,0.09,41.13999938964844,55.95,2.755000114440918,10432.1904296875
21/08/2015,8.18,0.01,40.45000076293945,55.9,2.6760001182556152,10124.51953125
24/08/2015,8.15,0.17,38.2400016784668,55.8,2.6500000953674316,9648.4296875
25/08/2015,8.23,1.95,39.310001373291016,55.8,2.684999942779541,10128.1201171875
26/08/2015,8.08,0.14,38.599998474121094,55.8,2.693000078201294,9997.4296875
27/08/2015,8.03,0.14,42.560001373291016,55.8,2.638000011444092,10315.6201171875
28/08/2015,8.09,0.02,45.220001220703125,55.8,2.7149999141693115,10298.5302734375
01/09/2015,7.99,0.1,45.40999984741211,54.95,2.7019999027252197,10015.5703125
02/09/2015,8.1,0.02,46.25,54.85,2.6480000019073486,10048.0498046875
03/09/2015,8.15,0.01,46.75,55.15,2.7249999046325684,10317.83984375
04/09/2015,8.07,0.32,46.04999923706055,54.55,2.6549999713897705,10038.0400390625
08/09/2015,8.22,0.01,45.939998626708984,53.9,2.7100000381469727,10271.3603515625
09/09/2015,8.25,0.01,44.150001525878906,53.6,2.6510000228881836,10303.1201171875
10/09/2015,8.26,0.01,45.91999816894531,53.8,2.683000087738037,10210.4404296875
11/09/2015,8.24,0.15,44.630001068115234,53.85,2.693000078201294,10123.5595703125
14/09/2015,8.21,0.04,44.0,53.65,2.757999897003174,10131.740234375
15/09/2015,8.15,2.9,44.59000015258789,53.55,2.7279999256134033,10188.1298828125
16/09/2015,8.21,1.71,47.150001525878906,54.15,2.6600000858306885,10227.2099609375
17/09/2015,8.21,0.12,46.900001525878906,54.15,2.6519999504089355,10229.580078125
18/09/2015,8.09,0.01,44.68000030517578,54.1,2.6050000190734863,9916.16015625
21/09/2015,7.96,0.02,46.68000030517578,54.0,2.572999954223633,9948.509765625
22/09/2015,8.0,0.07,45.83000183105469,53.9,2.5769999027252197,9570.66015625
23/09/2015,8.05,0.08,44.47999954223633,53.9,2.569000005722046,9612.6201171875
24/09/2015,7.99,0.17,44.90999984741211,53.85,2.5910000801086426,9427.6396484375
25/09/2015,7.98,0.61,45.70000076293945,53.85,2.563999891281128,9688.5302734375
28/09/2015,7.9,0.58,44.43000030517578,52.05,2.562999963760376,9483.5498046875
29/09/2015,7.96,0.45,45.22999954223633,52.1,2.5859999656677246,9450.400390625
30/09/2015,8.13,0.0,45.09000015258789,51.4,2.5239999294281006,9660.4404296875
01/10/2015,8.15,1.01,44.7400016784668,51.0,2.433000087738037,9509.25
02/10/2015,8.13,0.01,45.540000915527344,51.1,2.4509999752044678,9553.0703125
05/10/2015,8.19,0.35,46.2599983215332,52.0,2.450000047683716,9814.7900390625
06/10/2015,8.2,0.09,48.529998779296875,52.65,2.4700000286102295,9902.830078125
